Catalog ID	Cnt	1_AM224.trim	1_AM225.trim	1_AM226.trim	1_AM227.trim	1_AM228.trim	1_AM229.trim	1_AM230.trim	1_AM232.trim	2_AM233.trim	2_AM234.trim	2_DPL3059.trim	2_DPL3279.trim	2_MB292.trim	2_MB293.trim	2_YPM6988.trim	2_YPM6989.trim	3_BMNH2008_625.trim	3_KU113_BLS13571.trim	3_MB294.trim	3_MB295.trim	3_MB297.trim	3_MB298.trim	3_MB304.trim	3_MB310.trim	4_MB311.trim	4_MB312.trim	4_MB313.trim	4_MB314.trim	4_MB315.trim	4_MB316.trim	4_MB317.trim	4_MB318.trim	5_MB319.trim	5_MB320.trim	5_MBUR3400.trim	5_MC11_038.trim	5_MC11_040.trim	5_MC11_170.trim	5_MC11_171.trim	5_MCZA_136769.trim	6_MCZA_136770.trim	6_MCZA_136840.trim	6_MCZA_136841.trim	6_MCZA_136842.trim	6_MCZA_136843.trim	6_MCZA_139706.trim	6_MH0406.trim	6_MH0419.trim	7_MM036.trim	7_MM050.trim	7_MM051.trim	7_MVZ253421.trim	7_MVZ253422.trim	7_MVZ253423.trim	7_MVZ253424.trim	7_MVZ253425.trim	8_MVZ253426.trim	8_MVZ253427.trim	8_MVZ253428.trim	8_MVZ253429.trim	8_MVZ253430.trim	8_MVZ253431.trim	8_MVZ253432.trim	8_MVZ253433.trim	9_KU117_BLS13653.trim	9_MB301.trim	9_MVZ253434.trim	9_MVZ253435.trim	9_NCSM78914.trim	9_NCSM78915.trim	9_TCWC95629.trim	9_TCWC95630.trim
20643	54	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	-	-	consensus	-	-	consensus	consensus	consensus	consensus	-
20645	52	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	-	consensus	-	-	consensus	-	-	-	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20653	56	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus
20658	46	-	consensus	-	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	-	consensus	-	-	-	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	-	-	consensus
20662	47	-	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	consensus	-	consensus	-	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus
20683	55	-	consensus	-	-	-	consensus	-	-	consensus	-	consensus	-	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus
20684	46	-	consensus	-	-	-	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20698	60	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus
20714	59	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus
20717	43	-	consensus	-	consensus	-	consensus	consensus	-	-	consensus	-	-	consensus	-	-	-	consensus	consensus	-	consensus	consensus	-	-	consensus	-	consensus	consensus	-	-	-	consensus	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-
20719	41	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	consensus	-	consensus	-	-	consensus	-	-	-	consensus	consensus	consensus	-	-	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	-	-	-	-	-	consensus	-	consensus	-	-
20722	44	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	-	consensus	-	-	-	-	consensus	-	-	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	-	-	-	consensus	consensus	consensus	-	consensus
20730	53	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20733	44	-	consensus	-	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	consensus	consensus	-	consensus	consensus	-	-	-	-	consensus	-	-	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	-	consensus	-	consensus	-	-
20739	54	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-
20746	41	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	-	consensus	-	consensus	-	consensus	-	-	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	-	-	-	consensus	consensus	-	-
20749	46	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	-	-	-	-	-	consensus	consensus	-	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	-	consensus
20754	57	-	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-
20759	41	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	-	consensus	consensus	-	-	-	consensus	consensus	-	-	-	-	-	consensus	-	-	consensus	-	-	-	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	-	consensus	consensus	consensus	-	-
20765	39	-	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	-	-	-	consensus	-	consensus	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	-	consensus	consensus	-	consensus	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	-	consensus	consensus	consensus	-	consensus	consensus
20782	36	-	consensus	-	-	-	consensus	-	consensus	-	consensus	-	-	-	-	consensus	-	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	-	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	-	-
20796	53	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20803	40	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	-	-	consensus	-	-	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	-	-	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus
20810	51	-	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20821	39	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	-	-	consensus	-	-	-	-	-	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	-	-	-	consensus	consensus	consensus	-	-
20822	45	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	-	-	-	consensus	-	-	consensus	consensus	-	-	-	-
20831	37	-	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	-	-	consensus	-	-	-	consensus	consensus	-	consensus	-	-	-	-	-	-	-	consensus	-	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	-	-
20837	39	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	-	-	-	-	-	consensus	-	-	consensus	-	-	-	consensus	consensus	-	-	-	-	-	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	-	-
20839	44	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	-	consensus	consensus	-	-	-	-	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	-	consensus	-	-	consensus	-	-	-	-	consensus	consensus	consensus	consensus	-	-
20840	40	-	consensus	-	consensus	-	consensus	-	-	consensus	consensus	-	consensus	-	-	consensus	consensus	-	consensus	-	-	consensus	-	-	consensus	-	consensus	-	consensus	-	-	-	-	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	-	-	-	consensus	consensus	consensus	-	-
20857	49	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	-	-
20862	43	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	consensus	-	-	-	consensus	-	-	consensus	-	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20864	36	-	consensus	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	-	-	consensus	-	-	-	consensus	consensus	consensus	-	consensus	consensus	-	-	-	-	-	-	-	-	-	-	-	consensus	-	consensus	-	-	consensus	-	-	-	consensus
20865	43	-	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	-	-
20867	45	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	-	-	consensus	-	-	-	consensus	consensus	consensus	-	-	-	-	consensus	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	-	consensus
20870	50	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus
20914	56	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus
20925	39	-	consensus	consensus	-	consensus	consensus	consensus	-	consensus	consensus	consensus	-	consensus	-	-	-	consensus	consensus	-	-	consensus	-	-	-	-	consensus	consensus	-	-	-	consensus	consensus	-	-	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	consensus	-	-	-	consensus	consensus	consensus	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus
20933	57	-	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-
20935	41	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	-	-	consensus	consensus	-	consensus	-	-	consensus	-	-	consensus	-	consensus	consensus	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	consensus	-	-	-	-	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus
20936	36	-	consensus	-	-	consensus	consensus	-	-	-	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	-	-	consensus	-	-	-	-	-	consensus	-	-	consensus	-	-	consensus	consensus	consensus	-	consensus	consensus	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	-	-	-	-	-	consensus	consensus	consensus	consensus	-	consensus
20961	38	-	consensus	consensus	-	-	-	-	-	consensus	-	-	-	consensus	consensus	-	consensus	-	consensus	-	consensus	-	-	-	consensus	-	consensus	consensus	-	-	-	-	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus
20965	44	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	-	-	consensus	consensus	-	-	-	-	-	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	-	-	consensus	consensus	-	-
20966	47	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-
20972	53	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus
20980	37	-	consensus	-	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	-	-	-	-	consensus	-	consensus	consensus	-	consensus	-	-	-	consensus	-	-	consensus	-	consensus	consensus	-	-
20987	38	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	-	consensus	-	consensus	-	-	consensus	consensus	-	-	-	-	consensus	consensus	-	-	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	-	-	consensus	consensus	-	-	-	-
21002	50	-	consensus	-	-	consensus	consensus	-	-	consensus	consensus	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	-	-	consensus
21003	50	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus	-	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	-	-
21006	36	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	-	consensus	consensus	-	consensus	-	-	consensus	-	-	consensus	-	consensus	consensus	-	-	-	-	-	-	-	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	-	-	-	-	-	-	-	-	-	-	-	consensus	consensus	-	-
21009	48	-	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	-	consensus	consensus	-	-	consensus	-	consensus	consensus	-	-	-	-	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	consensus	consensus	-	-
21016	42	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	-	-	consensus	-	-	consensus	-	-	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	-	-	-	-	consensus	consensus	consensus	consensus	-	consensus
21022	54	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	-	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	consensus	-	consensus	consensus	consensus	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	-	consensus
21026	46	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	consensus	-	consensus	-	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	-	-	-	-	-	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	consensus	-	-	consensus	-	consensus	consensus	consensus	consensus	-	-	consensus	consensus	consensus	-	consensus	consensus	consensus	consensus	consensus	-	-	-	-	-	consensus	consensus	consensus	-	consensus
